age,stage,tag,obs,flags,createdAt,gender,weight,collect_id,thing_id,woolLevel,score
,2,984,,['Dorper'],1737803801104,0,16.4,of8VwxX9TG1PMJhhx8kf,c1MczikEl7cJRzBwSyFL,0.0,5.0
,2,0026,,"['Santa Inês', 'Dorper']",1737806233481,1,42.4,of8VwxX9TG1PMJhhx8kf,ca8laxmXZBbrgxru3WVj,0.0,4.0
,2,138,,"['Santa Inês', 'Dorper']",1737804447890,1,53.15,of8VwxX9TG1PMJhhx8kf,eQZ0y1LOgy6kKqAIsLAv,0.0,3.0
,2,0062,,"['Santa Inês', 'Dorper']",1737808594326,1,42.3,of8VwxX9TG1PMJhhx8kf,egbveuFX7hSAg8Cgwuya,0.0,2.0
,2,978,,"['Santa Inês', 'Dorper']",1737807426288,0,21.0,of8VwxX9TG1PMJhhx8kf,gOknL17oYR2BnAKt2pPB,0.0,5.0
,2,0044,,"['Santa Inês', 'Dorper']",1737808532539,1,30.85,of8VwxX9TG1PMJhhx8kf,gX3CoXOLhrleHRxp7gNf,1.0,2.0
,2,506,,['Dorper'],1737803528457,0,17.3,of8VwxX9TG1PMJhhx8kf,hRusM1M1nswciprtiLK5,0.0,5.0
,2,006,,"['Santa Inês', 'Dorper']",1737808402635,1,47.9,of8VwxX9TG1PMJhhx8kf,hoJnyIafRJWNoC6TZaF8,0.0,3.0
,2,511,,['Dorper'],1737803441622,0,11.3,of8VwxX9TG1PMJhhx8kf,j1ek07l0CJnNev3AYnAJ,0.0,5.0
,2,010,,"['Santa Inês', 'Dorper']",1737808326018,1,44.2,of8VwxX9TG1PMJhhx8kf,jNVoLqyy5bfTPWcdgsgg,1.0,2.0
,2,502,,['Dorper'],1737803711457,1,15.5,of8VwxX9TG1PMJhhx8kf,k1rtm0aBNCYmWmPJ8XsY,0.0,5.0
,2,0015,,"['Santa Inês', 'Dorper']",1737808271333,1,35.1,of8VwxX9TG1PMJhhx8kf,kZEJLOSQqT9gbr5LAIQg,1.0,2.0
,2,0126,,"['Santa Inês', 'Dorper']",1737805047955,1,43.3,of8VwxX9TG1PMJhhx8kf,lfDcgA4V3DZ7c7ickaZZ,0.0,2.0
,2,971,,['Dorper'],1737804146634,1,19.4,of8VwxX9TG1PMJhhx8kf,lr4c3M8aEldnZ1rj5fdh,0.0,5.0
,2,991,,"['Santa Inês', 'Dorper']",1737806946120,0,14.95,of8VwxX9TG1PMJhhx8kf,mGWPXOdroRpptH6cAqXF,0.0,5.0
,2,0212,,"['Santa Inês', 'Dorper']",1737806438384,1,4.83,of8VwxX9TG1PMJhhx8kf,oaa8sHZWgxkKyXXX8TqY,1.0,3.0
,2,976,,"['Santa Inês', 'Dorper']",1737813615895,0,13.75,of8VwxX9TG1PMJhhx8kf,ohkGpKflx7KTOIokajFm,0.0,5.0
,2,0055,,"['Santa Inês', 'Dorper']",1737808474458,1,45.0,of8VwxX9TG1PMJhhx8kf,pTKqkNdVMV29j3No4Fs2,2.0,3.0
,2,263,,"['Santa Inês', 'Dorper']",1737807943787,1,41.75,of8VwxX9TG1PMJhhx8kf,q5HypzVEAWnBKOHVSmYE,1.0,2.0
,2,0183,,"['Santa Inês', 'Dorper']",1737805285435,1,51.05,of8VwxX9TG1PMJhhx8kf,qFcOphAtgSpJlxOe88Jo,2.0,3.0
,2,0056,,"['Santa Inês', 'Dorper']",1737804880482,1,43.55,of8VwxX9TG1PMJhhx8kf,qrpVXkP4reHoqmL70gd7,0.0,3.0
,0,975,,['Dorper'],1737803970816,0,2.435,of8VwxX9TG1PMJhhx8kf,sVZxgqnaHyLkFJMHWlXj,0.0,5.0
,2,799,,"['Santa Inês', 'Dorper']",1737807853757,0,64.35,of8VwxX9TG1PMJhhx8kf,sqRvFZwuSn0wXtovC8kF,1.0,4.0
,0,0590,,"['Santa Inês', 'Dorper']",1737805563335,1,35.7,of8VwxX9TG1PMJhhx8kf,sxAYjEeyCg21UHIyqLg4,1.0,2.0
,2,0184,,"['Santa Inês', 'Dorper']",1737805354869,1,33.3,of8VwxX9TG1PMJhhx8kf,t7bfO9bfXXXRsM9hlXUl,1.0,2.0
,2,987,,['Dorper'],1737804047495,0,21.3,of8VwxX9TG1PMJhhx8kf,tCxJA9f3Y9pdVsRkGQ3a,0.0,5.0
,2,994,,"['Santa Inês', 'Dorper']",1737806871669,1,19.85,of8VwxX9TG1PMJhhx8kf,tja7Qqfq46BcYKP02Z8i,0.0,5.0
,2,999,,['Dorper'],1737804103080,0,13.9,of8VwxX9TG1PMJhhx8kf,uGIfTxI5NjqvKLLsShT4,0.0,5.0
,2,0020,,"['Santa Inês', 'Dorper']",1737808730405,1,33.85,of8VwxX9TG1PMJhhx8kf,uVdDQIdjayqHQaRkeL4V,0.0,3.0
,2,996,,"['Santa Inês', 'Dorper']",1737807249340,1,13.05,of8VwxX9TG1PMJhhx8kf,uwxxjlhEAUNb6O1E2Df5,0.0,5.0
,2,0473,,"['Santa Inês', 'Dorper']",1737808861981,1,94.35,of8VwxX9TG1PMJhhx8kf,vN1Rq0IKmDLQwkRf0OP7,2.0,3.0
,2,0463,,"['Santa Inês', 'Dorper']",1737808989344,1,44.65,of8VwxX9TG1PMJhhx8kf,wY7JJYa3tii4kSf9pN1H,0.0,3.0
,2,981,,"['Santa Inês', 'Dorper']",1737807188970,0,21.55,of8VwxX9TG1PMJhhx8kf,weuHtNJSaM4jD1necOOz,0.0,5.0
,2,0277,,"['Santa Inês', 'Dorper']",1737808002556,1,42.7,of8VwxX9TG1PMJhhx8kf,wxQWar4b3KtXqJAzSPys,0.0,2.0
,2,0182,,"['Santa Inês', 'Dorper']",1737815140357,1,33.7,of8VwxX9TG1PMJhhx8kf,x5ODpfivvOSC9KzRDgjR,1.0,3.0
,2,993,,['Dorper'],1737803684618,1,15.1,of8VwxX9TG1PMJhhx8kf,xbJgoyFd8bXOFhQ1c6br,0.0,5.0
,2,0456,,"['Santa Inês', 'Dorper']",1737804997089,1,33.7,of8VwxX9TG1PMJhhx8kf,xbKSq98dA9tZe0sjkgWC,2.0,2.0
,2,508,,['Dorper'],1737803562452,0,13.2,of8VwxX9TG1PMJhhx8kf,yQprKvsTACGWr2Ar5DnL,0.0,5.0
,2,0219,,"['Santa Inês', 'Dorper']",1737805661795,1,51.6,of8VwxX9TG1PMJhhx8kf,ycc74CLvCt23KAjnHFTj,1.0,2.0
,2,0428,,"['Santa Inês', 'Dorper']",1737805928796,1,39.2,of8VwxX9TG1PMJhhx8kf,yehKLuyY9g1uL39F31Vs,2.0,2.0
,2,986,,['Dorper'],1737803834563,1,17.7,of8VwxX9TG1PMJhhx8kf,zIU6ld1ffI2y6EdOY16K,0.0,5.0
,2,59,,['Dorper'],1737804341514,0,83.65,of8VwxX9TG1PMJhhx8kf,zbbrTxhhcZBu0NL7dnuZ,1.0,3.0
,2,988,,['Dorper'],1737803493429,1,18.75,of8VwxX9TG1PMJhhx8kf,zcrGV19YXnfoF4pRYHLS,0.0,5.0
,2,0118vd,,"['Santa Inês', 'Dorper']",1737833416675,1,24.35,pCxbeJYAIoIqLgEz87pB,0oCQhGHXXlDqqqV7eFCJ,0.0,5.0
,2,0047az,,"['Santa Inês', 'Dorper']",1737830409733,1,42.9,pCxbeJYAIoIqLgEz87pB,1lpzMpxK7Q4XDDa0Vuet,0.0,4.0
,2,6mf,,"['Santa Inês', 'Dorper']",1737838160743,0,9.3,pCxbeJYAIoIqLgEz87pB,2XRc4DYLS1y0kCzEzSMo,0.0,5.0
,2,0134az,,"['Santa Inês', 'Dorper']",1737833334988,1,14.4,pCxbeJYAIoIqLgEz87pB,2cxH3edqfiAyRCiS12jq,0.0,5.0
,2,0137az,,"['Santa Inês', 'Dorper']",1737833095800,1,12.8,pCxbeJYAIoIqLgEz87pB,2uyLEd3dD7nwEltlRgrv,0.0,5.0
,2,0605az,,"['Santa Inês', 'Dorper']",1737831263292,1,39.85,pCxbeJYAIoIqLgEz87pB,3nOPw3Qyx76yhaK9ruhE,2.0,2.0
,2,0607az,,"['Santa Inês', 'Dorper']",1737831525392,1,45.4,pCxbeJYAIoIqLgEz87pB,4tg3h8aawaTNkMgRxtgz,2.0,3.0
,2,0120vd,,"['Santa Inês', 'Dorper']",1737834326129,1,11.6,pCxbeJYAIoIqLgEz87pB,52XNHvcgyKJnGL68GFkB,0.0,5.0
,2,0024br,,"['Santa Inês', 'Dorper']",1737833728178,1,17.75,pCxbeJYAIoIqLgEz87pB,552OLGo9WtmuC1gZ3403,0.0,5.0
,2,0071az,,"['Santa Inês', 'Dorper']",1737831578999,1,48.5,pCxbeJYAIoIqLgEz87pB,5WkLylWve5jmmD4P0Het,2.0,2.0
,2,0515vd,,"['Santa Inês', 'Dorper']",1737831825365,1,46.65,pCxbeJYAIoIqLgEz87pB,5pZoDj1jb4rsoRWIplYU,0.0,3.0
,2,0028vm,,"['Santa Inês', 'Dorper']",1737832917877,1,16.85,pCxbeJYAIoIqLgEz87pB,6nHTZJMXRhpdcYjhfWFk,0.0,5.0
,2,0007vm,,"['Santa Inês', 'Dorper']",1737829751909,1,44.7,pCxbeJYAIoIqLgEz87pB,8r06f6QIfoNGBmcIxjB4,2.0,2.0
,2,67vdf,,"['Santa Inês', 'Dorper']",1737837236014,0,6.6,pCxbeJYAIoIqLgEz87pB,9Lcj2B3FmvOMLeibzsNG,0.0,5.0
,2,0031az,,"['Santa Inês', 'Dorper']",1737831041730,1,39.6,pCxbeJYAIoIqLgEz87pB,A2PvzJV0stb90o61N4n3,0.0,2.0
,2,0030am,,"['Santa Inês', 'Dorper']",1737833376849,1,15.8,pCxbeJYAIoIqLgEz87pB,A7BerldFvsKM5bZjDuVs,0.0,5.0
,2,71azf,,"['Santa Inês', 'Dorper']",1737836986105,0,25.7,pCxbeJYAIoIqLgEz87pB,B6NOJjKrcmbPOnVzSoeT,0.0,5.0
,2,0129az,,"['Santa Inês', 'Dorper']",1737832875732,1,21.35,pCxbeJYAIoIqLgEz87pB,BQOXpSHqnWQwq8ThPo3Q,0.0,5.0
,2,802rof,,"['Santa Inês', 'Dorper']",1737837321792,0,17.4,pCxbeJYAIoIqLgEz87pB,BoI5pmB13NXAvloIDoWq,0.0,5.0
,2,0069az,,"['Santa Inês', 'Dorper']",1737830154276,1,41.2,pCxbeJYAIoIqLgEz87pB,CQeidpYXqbOu5B8cEK92,,2.0
,2,0020az,,"['Santa Inês', 'Dorper']",1737829818483,1,44.2,pCxbeJYAIoIqLgEz87pB,DQPZyXOdDR510o6poB7v,1.0,2.0
,2,0125vd,,"['Santa Inês', 'Dorper']",1737833640019,1,15.35,pCxbeJYAIoIqLgEz87pB,Dx9phRGEanSnTwxb6uHt,0.0,5.0
,2,0130az,,"['Santa Inês', 'Dorper']",1737832351471,1,17.25,pCxbeJYAIoIqLgEz87pB,EcmdmsDQ3dkq5AXA8ZUz,0.0,5.0
,2,0005vd,,['Dorper'],1737829450090,1,49.0,pCxbeJYAIoIqLgEz87pB,EwWqVEQ98toxVZ8dW5Cs,1.0,3.0
,2,0065vd,,"['Santa Inês', 'Dorper']",1737829185960,1,32.75,pCxbeJYAIoIqLgEz87pB,FSMFKwQOlpBzgCubaqPO,1.0,2.0
,2,0043az,,"['Santa Inês', 'Dorper']",1737830638646,1,32.1,pCxbeJYAIoIqLgEz87pB,GDIhrpnWiXIWh46bJnkU,1.0,2.0
,2,0050vd,,"['Santa Inês', 'Dorper']",1737830305359,1,38.95,pCxbeJYAIoIqLgEz87pB,H0Ul8DGCV03CFN28pyos,0.0,2.0
,2,0067vd,,"['Santa Inês', 'Dorper']",1737829373394,1,32.5,pCxbeJYAIoIqLgEz87pB,HW4xmvNl0KfumntAyDn6,2.0,2.0
,2,0123vd,,"['Santa Inês', 'Dorper']",1737833608784,1,15.6,pCxbeJYAIoIqLgEz87pB,HcAcO3TRI2dyQTlVEGUr,0.0,5.0
,2,4mf,,"['Santa Inês', 'Dorper']",1737838092504,0,9.6,pCxbeJYAIoIqLgEz87pB,Hees0IEJXCfVCVOw9bLg,0.0,5.0
,2,0127vd,,"['Santa Inês', 'Dorper']",1737833069188,1,14.25,pCxbeJYAIoIqLgEz87pB,IKcaWgp5Sjx6h5JeMPM4,0.0,5.0
,2,0121vd,,"['Santa Inês', 'Dorper']",1737833034448,1,9.8,pCxbeJYAIoIqLgEz87pB,IdQXnb3BD8hhSsLXb0nm,0.0,5.0
,2,0119vd,,"['Santa Inês', 'Dorper']",1737832852939,1,20.4,pCxbeJYAIoIqLgEz87pB,IzUu2VgY1B6LIjodAW6d,0.0,5.0
,2,1mf,,"['Santa Inês', 'Dorper']",1737837657767,0,16.75,pCxbeJYAIoIqLgEz87pB,JP9DDwvRfYbsTQpm4iDF,0.0,5.0
,2,0126vd,,"['Santa Inês', 'Dorper']",1737832512585,1,15.45,pCxbeJYAIoIqLgEz87pB,L2rhm1elcYhCMuhI5G6G,0.0,5.0
,2,0140qz,,"['Santa Inês', 'Dorper']",1737833225740,1,12.85,pCxbeJYAIoIqLgEz87pB,LXcYf9yZ49ddv5Qya5Pd,0.0,5.0
,2,0606az,,"['Santa Inês', 'Dorper']",1737831313122,1,48.85,pCxbeJYAIoIqLgEz87pB,MFLbC4IjyPVKmai3Wfdl,1.0,2.0
,2,9mf,,"['Santa Inês', 'Dorper']",1737838296853,0,9.85,pCxbeJYAIoIqLgEz87pB,OgNegcEVM4HhddwLNybg,0.0,5.0
,2,0063vd,,"['Santa Inês', 'Dorper']",1737831881103,1,48.55,pCxbeJYAIoIqLgEz87pB,PgIk2JwBLY5111Lanz0y,1.0,3.0
,2,0138az,,"['Santa Inês', 'Dorper']",1737833572189,1,11.4,pCxbeJYAIoIqLgEz87pB,QE9mIuQD674D2UPpAuFV,0.0,5.0
,2,014bmf,,"['Santa Inês', 'Dorper']",1737837184523,0,18.6,pCxbeJYAIoIqLgEz87pB,QXbwbDRk5hzMTMmD4wzb,0.0,5.0
,2,66vdf,,"['Santa Inês', 'Dorper']",1737837421406,0,12.15,pCxbeJYAIoIqLgEz87pB,RLnbqvIYfpbFPCo6VCMA,0.0,5.0
,2,0141az,,"['Santa Inês', 'Dorper']",1737832705937,1,8.8,pCxbeJYAIoIqLgEz87pB,RVkirNZmz5HFP564r21p,0.0,5.0
,2,0128vd,,"['Santa Inês', 'Dorper']",1737833704247,1,5.85,pCxbeJYAIoIqLgEz87pB,S1Bx3HC2NM8tQRUXFmPV,0.0,5.0
,2,0009ro,,"['Santa Inês', 'Dorper']",1737830935626,1,39.3,pCxbeJYAIoIqLgEz87pB,Sio6gyOxDQGIoyYJ79y5,1.0,2.0
,2,0014vm,,"['Santa Inês', 'Dorper']",1737830348917,1,47.5,pCxbeJYAIoIqLgEz87pB,SzknnH7lkBZKcs19Zrhm,1.0,3.0
,2,0902br,,"['Santa Inês', 'Dorper']",1737831219931,1,40.8,pCxbeJYAIoIqLgEz87pB,VRYlJ6xB3QZ6bRMby3VC,2.0,2.0
,2,0024vd,,"['Santa Inês', 'Dorper']",1737831433453,1,37.2,pCxbeJYAIoIqLgEz87pB,VSOekXGKmyD8ieCI4F3t,1.0,2.0
,2,0052az,,"['Santa Inês', 'Dorper']",1737829516458,1,46.2,pCxbeJYAIoIqLgEz87pB,W14AP5eXe5RY1xK8Ch1x,1.0,2.0
,2,3mf,,"['Santa Inês', 'Dorper']",1737838057632,0,13.9,pCxbeJYAIoIqLgEz87pB,WgWnt2CsenvINhyYnOgq,0.0,5.0
,2,0068vd,,"['Santa Inês', 'Dorper']",1737830190820,1,40.04,pCxbeJYAIoIqLgEz87pB,XPRFfkS1Fx8U4BB7TBRH,2.0,3.0
,2,0608az,,"['Santa Inês', 'Dorper']",1737831724935,1,44.1,pCxbeJYAIoIqLgEz87pB,XSr6OvsueRljfbfVHwqj,0.0,2.0
,2,0029am,,"['Santa Inês', 'Dorper']",1737833666155,1,10.55,pCxbeJYAIoIqLgEz87pB,XgOUsnvLVIBcDKeI5lMe,0.0,5.0
,2,0054az,,"['Santa Inês', 'Dorper']",1737830094788,1,42.8,pCxbeJYAIoIqLgEz87pB,ZYBm1ztCOqqt0wAPSwvR,1.0,2.0
,2,0138az,,"['Santa Inês', 'Dorper']",1737832994423,1,17.65,pCxbeJYAIoIqLgEz87pB,Zj8MeKEGkubaZlQxRjnm,0.0,5.0
,2,8mf,,"['Santa Inês', 'Dorper']",1737838254321,0,11.55,pCxbeJYAIoIqLgEz87pB,ZySFTrOOYQrHt38ds5cD,0.0,5.0
,2,0133az,,"['Santa Inês', 'Dorper']",1737833786691,1,18.3,pCxbeJYAIoIqLgEz87pB,a1T3LYD0YZHviwcWJ9TQ,,
,2,0117vd,,"['Santa Inês', 'Dorper']",1737832803308,1,24.4,pCxbeJYAIoIqLgEz87pB,aQDTExOK5TtS5G5k2wRX,0.0,5.0
,2,0005az,,"['Santa Inês', 'Dorper']",1737830272853,1,44.3,pCxbeJYAIoIqLgEz87pB,amQbSM2SqEHxySXmbNkB,1.0,3.0
,2,0129vd,,"['Santa Inês', 'Dorper']",1737833763542,1,6.65,pCxbeJYAIoIqLgEz87pB,bF4lwl2d0BAmwbZA9CD9,0.0,5.0
,2,608azf,,"['Santa Inês', 'Dorper']",1737837376471,0,16.9,pCxbeJYAIoIqLgEz87pB,bOgoxiyyHm5yerPCeCrX,0.0,5.0
,2,0124vd,,"['Santa Inês', 'Dorper']",1737832623590,1,13.65,pCxbeJYAIoIqLgEz87pB,bfEJhCOdSfS4FDuILRKk,0.0,5.0
,2,0059az,,"['Santa Inês', 'Dorper']",1737830448403,1,38.55,pCxbeJYAIoIqLgEz87pB,bwvEP8lS3Md4WCX64hLA,0.0,4.0
,2,0053az,,"['Santa Inês', 'Dorper']",1737829869810,1,41.05,pCxbeJYAIoIqLgEz87pB,dxGiFSgWcJL3ewham1e4,2.0,2.0
,2,0066az,,"['Santa Inês', 'Dorper']",1737829640679,1,43.6,pCxbeJYAIoIqLgEz87pB,efiYGXXjx1mp7uOjltyV,0.0,2.0
,2,602azf,,"['Santa Inês', 'Dorper']",1737837598034,0,12.85,pCxbeJYAIoIqLgEz87pB,fSKF8iTz49vLruDzQvyz,0.0,5.0
,2,2mf,,"['Santa Inês', 'Dorper']",1737837999638,0,12.45,pCxbeJYAIoIqLgEz87pB,fVVAl4FaegNzygIiEVje,0.0,5.0
,2,0009vd,,"['Santa Inês', 'Dorper']",1737830773304,1,43.0,pCxbeJYAIoIqLgEz87pB,gMKEd5pKitgDckUzLjo5,0.0,3.0
,2,7mf,,"['Santa Inês', 'Dorper']",1737838199496,0,14.6,pCxbeJYAIoIqLgEz87pB,hCfFIoomev9ricb3vwNa,0.0,5.0
,2,0065az,,"['Santa Inês', 'Dorper']",1737831178984,1,38.9,pCxbeJYAIoIqLgEz87pB,hRBKhuIJnN2KNNesoKuN,0.0,2.0
,2,0048az,,"['Santa Inês', 'Dorper']",1737830866616,1,37.1,pCxbeJYAIoIqLgEz87pB,hokXXTevL4WWKneSrUdR,2.0,2.0
,2,0116vd,,"['Santa Inês', 'Dorper']",1737832656915,1,22.05,pCxbeJYAIoIqLgEz87pB,jbXrxxWwGLu4WzfPT3hk,0.0,5.0
,2,5mf,,"['Santa Inês', 'Dorper']",1737838129176,0,18.0,pCxbeJYAIoIqLgEz87pB,ji3O1Lv5gg38uStwh8eI,0.0,5.0
,2,902brf,,"['Santa Inês', 'Dorper']",1737837515155,0,16.45,pCxbeJYAIoIqLgEz87pB,jk2C4MjFMC0lo4B5Pqra,0.0,5.0
,2,0008vm,,"['Santa Inês', 'Dorper']",1737830692472,1,38.8,pCxbeJYAIoIqLgEz87pB,jqRKY9doixDEvKX6wG53,1.0,3.0
,2,12mf,,"['Santa Inês', 'Dorper']",1737838423694,0,9.7,pCxbeJYAIoIqLgEz87pB,jsycyWbM2o5Xa1oCfRnX,0.0,5.0
,2,0008vd,,"['Santa Inês', 'Dorper']",1737830230916,1,43.0,pCxbeJYAIoIqLgEz87pB,ljPuiQwbdHD0SqoeTf5A,2.0,2.0
,2,11mf,,"['Santa Inês', 'Dorper']",1737838372332,0,11.85,pCxbeJYAIoIqLgEz87pB,loHy3PY0vrtFJcxS0nNG,0.0,5.0
,2,0020vd,,"['Santa Inês', 'Dorper']",1737831995738,1,43.6,pCxbeJYAIoIqLgEz87pB,m3HmpvczI3BdmNnUr2Gv,1.0,3.0
,2,0010az,,"['Santa Inês', 'Dorper']",1737830995253,1,43.9,pCxbeJYAIoIqLgEz87pB,mqAOy8hUtYi3jZxnVP1a,0.0,2.0
,2,0610az,,"['Santa Inês', 'Dorper']",1737831765462,1,47.3,pCxbeJYAIoIqLgEz87pB,nHNPkwXonuq7niSh5mAN,0.0,2.0
,2,0802ro,,"['Santa Inês', 'Dorper']",1737830833429,1,42.3,pCxbeJYAIoIqLgEz87pB,ndgyyDEinZu00lBqSCva,1.0,2.0
,2,0806ro,,"['Santa Inês', 'Dorper']",1737831626235,1,46.6,pCxbeJYAIoIqLgEz87pB,nrzGiKnejo6cxlJ1kAhQ,1.0,2.0
,2,0027vm,,"['Santa Inês', 'Dorper']",1737832551956,1,19.85,pCxbeJYAIoIqLgEz87pB,nvtBYVJ5DYxjlGBikI4b,0.0,5.0
,2,0507vd,,"['Santa Inês', 'Dorper']",1737832043187,1,49.2,pCxbeJYAIoIqLgEz87pB,oPpZinsihcLhefcHafvt,1.0,2.0
,2,0131az,,"['Santa Inês', 'Dorper']",1737833139838,1,18.3,pCxbeJYAIoIqLgEz87pB,oTVJhw1J4r1KijbkAK4S,0.0,5.0
,2,0060az,,"['Santa Inês', 'Dorper']",1737830560479,1,39.85,pCxbeJYAIoIqLgEz87pB,ovKAyFayFX77Gk09LBiA,1.0,3.0
,2,0013ro,,"['Santa Inês', 'Dorper']",1737830898477,1,37.9,pCxbeJYAIoIqLgEz87pB,pFZ5ryomtPspTcY1CQFV,2.0,2.0
,2,0612az,,"['Santa Inês', 'Dorper']",1737831955429,1,46.35,pCxbeJYAIoIqLgEz87pB,sxGr93eeS1hpxPQwcZ84,0.0,2.0
,2,806rof,,"['Santa Inês', 'Dorper']",1737837124322,0,19.65,pCxbeJYAIoIqLgEz87pB,szYfz4JJxotDAqVvGLsX,0.0,5.0
,2,0041vd,,"['Santa Inês', 'Dorper']",1737830521040,1,38.05,pCxbeJYAIoIqLgEz87pB,tDp8WUFiixi9Hmeysvgu,1.0,2.0
,2,0071vd,,"['Santa Inês', 'Dorper']",1737829581138,1,40.35,pCxbeJYAIoIqLgEz87pB,tG517KIDEmABz92tnPey,1.0,2.0
,2,0135az,,"['Santa Inês', 'Dorper']",1737832962603,1,16.7,pCxbeJYAIoIqLgEz87pB,tWzzA5lDqtVCv3b6Gc8e,0.0,5.0
,2,0084az,,"['Santa Inês', 'Dorper']",1737832137459,1,45.6,pCxbeJYAIoIqLgEz87pB,txSIabAzC3cN91PUNcVo,2.0,2.0
,2,0032az,,"['Santa Inês', 'Dorper']",1737831795980,1,37.7,pCxbeJYAIoIqLgEz87pB,wZ2yENBYKY9RebPBW5ER,2.0,2.0
,2,0122vd,,"['Santa Inês', 'Dorper']",1737833438223,1,12.5,pCxbeJYAIoIqLgEz87pB,xTOagmPyxD7JMl6rXm9Y,0.0,5.0
,2,0034az,,"['Santa Inês', 'Dorper']",1737831463615,1,34.35,pCxbeJYAIoIqLgEz87pB,xTW2T6b6gMPYHDd5B0tr,0.0,2.0
,2,0011br,,"['Santa Inês', 'Dorper']",1737831365462,1,34.85,pCxbeJYAIoIqLgEz87pB,yBXqdBnY41TD3xWUMPMv,1.0,2.0
,2,0502vd,,"['Santa Inês', 'Dorper']",1737831093658,1,39.0,pCxbeJYAIoIqLgEz87pB,zLbLKyRs33hiGUqo6SlA,0.0,1.0
,2,0132az,,"['Santa Inês', 'Dorper']",1737832427372,1,16.95,pCxbeJYAIoIqLgEz87pB,zSFdFMHpg5UzyTpwae2U,0.0,5.0
,2,0506vd,,"['Santa Inês', 'Dorper']",1737830727835,1,45.9,pCxbeJYAIoIqLgEz87pB,zVIfcUGPM9fiK9QwV7Ik,1.0,2.0
,2,10mf,,"['Santa Inês', 'Dorper']",1737838339094,0,13.5,pCxbeJYAIoIqLgEz87pB,zcH8PYyvnjlSWKPHPSw8,0.0,5.0
